"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CLC",0.757533543733434,6.94009229472609,8.18033567615782,6.58125692507066e-08,5.26089738966635e-07,7.99186296825775
"PTGER4",0.756167390426932,-6.38301628310991,6.10566016435729,5.03701325598326e-06,2.13377412358987e-05,3.56587260420423
"RGS2",0.752161500179561,14.5640407183391,2.90453994893224,0.00858245936127067,0.0155367507181838,-3.84568838175695
"TRBC1",0.741888398654895,6.8772266727114,9.93982716962977,2.58405432889657e-09,3.59298585622687e-08,11.3036020482666
"ADRB2",0.740897410100573,-12.1658453342354,10.4231334755405,1.13406011506495e-09,1.82446907456304e-08,12.1456203861338
"RXRA",0.721526687526392,-11.5651671846689,5.90611727493078,7.87180169248349e-06,3.16403931179986e-05,3.11228824322057
"ABCA6",0.721277196477221,-28.6525138581087,10.0322947078461,2.20276540423506e-09,3.17664569444078e-08,11.4668584848338
"CD3D",0.71831018248899,12.296342397342,3.17729899815064,0.00460884776664582,0.0089222833710758,-3.2478962570982
"GPM6A",0.714219570885221,-7.78701550620544,10.7136122568568,7.00125501968497e-10,1.22819276413816e-08,12.6385124806935
"CD302",0.713401176339071,9.54243730359661,4.93053174594586,7.42069738652786e-05,0.000227560945239166,0.843197839796051
"CX3CR1",0.695412868835234,44.6358401484604,2.63044293709194,0.0157818308886836,0.0265818921952496,-4.42318999599465
"SPOCK2",0.689469363423255,-8.98929183505868,7.25482164187483,4.24623587743417e-07,2.52447988144949e-06,6.08643615615119
"AIF1",0.681045988469542,18.1638146475642,4.80306392721002,0.000100086186993806,0.000296005475899001,0.542273749301017
"ZNF107",0.671995002893688,-26.3308741658051,13.615193789501,9.00836254623735e-12,3.95072228654505e-10,17.0742920741931
"MAFB",0.664540265360479,12.9181932318061,3.76740340540267,0.00116042739356102,0.00259344383978052,-1.899946017516
"LONP2",0.662901713273935,0.911828370229064,9.56771843159614,4.96303536539939e-09,6.17054668828199e-08,10.6360646015427
"SLC15A2",0.6553315772505,-22.847038492855,5.11696198708743,4.80082528913136e-05,0.000154863335989023,1.2820328150135
"CD163",0.653740330038451,8.55445238321403,9.12625406974785,1.10019807671794e-08,1.19197432914128e-07,9.82168757535487
"CCR1",0.644746150852492,4.03058995394478,8.39013016011917,4.38190152291509e-08,3.72112937018903e-07,8.40787552729491
"KLRC4-KLRK1",0.639158291482638,-1.24706988985919,4.54947388068185,0.000181995321857263,0.000498851047025708,-0.0576669972083161
"CD3E",0.636983796447094,16.7784146237083,4.62596022173059,0.000151911635585858,0.000426151238841729,0.123391469772954
"PRKAR2B",0.636505312618598,2.94997208281109,7.56809043728764,2.2302264580219e-07,1.4556717645988e-06,6.74418843235322
"SLX1B-SULT1A4",0.632736740602783,0.689124803557684,13.3165614031739,1.36101548192772e-11,5.44665316279854e-10,16.6551315824488
"ATP8B1",0.629156486685882,0.103662251204595,12.8903756961432,2.48475817808131e-11,8.67024883610606e-10,16.0431075643101
"NOP2",0.62836436214769,-0.220769144551351,11.6941767803801,1.46887111792236e-10,3.48340065483587e-09,14.2328605204751
